id,name,code,user_type_id/id,chart_template_id/id,tag_ids/id,reconcile
account_snc_base_7322,"Desperdícios, resíduos e refugos",7322,account.data_account_type_revenue,ptplus.account_chart_template_snc_base,,False
account_snc_base_734,Ativos biológicos,734,account.data_account_type_revenue,ptplus.account_chart_template_snc_base,,False
account_snc_base_743,Propriedades de investimento,743,account.data_account_type_revenue,ptplus.account_chart_template_snc_base,,False
account_snc_base_76111,Terrenos e recursos naturais,76111,account.data_account_type_other_income,ptplus.account_chart_template_snc_base,,False
account_snc_base_76112,Edifícios e outras construções,76112,account.data_account_type_other_income,ptplus.account_chart_template_snc_base,,False
account_snc_base_76116,Outras propriedades de investimento,76116,account.data_account_type_other_income,ptplus.account_chart_template_snc_base,,False
account_snc_base_76121,Terrenos e recursos naturais,76121,account.data_account_type_other_income,ptplus.account_chart_template_snc_base,,False
account_snc_base_76122,Edifícios e outras construções,76122,account.data_account_type_other_income,ptplus.account_chart_template_snc_base,,False
account_snc_base_76123,Equipamento básico,76123,account.data_account_type_other_income,ptplus.account_chart_template_snc_base,,False
account_snc_base_76124,Equipamento de transporte,76124,account.data_account_type_other_income,ptplus.account_chart_template_snc_base,,False
account_snc_base_76125,Equipamento administrativo,76125,account.data_account_type_other_income,ptplus.account_chart_template_snc_base,,False
account_snc_base_76126,Equipamentos biológicos,76126,account.data_account_type_other_income,ptplus.account_chart_template_snc_base,,False
account_snc_base_76127,Outros ativos fixos tangíveis,76127,account.data_account_type_other_income,ptplus.account_chart_template_snc_base,,False
account_snc_base_76131,Goodwill,76131,account.data_account_type_other_income,ptplus.account_chart_template_snc_base,,False
account_snc_base_76132,Projetos de desenvolvimento,76132,account.data_account_type_other_income,ptplus.account_chart_template_snc_base,,False
account_snc_base_76133,Programas de computador,76133,account.data_account_type_other_income,ptplus.account_chart_template_snc_base,,False
account_snc_base_76134,Propriedade industrial,76134,account.data_account_type_other_income,ptplus.account_chart_template_snc_base,,False
account_snc_base_76136,Outros ativos intangíveis,76136,account.data_account_type_other_income,ptplus.account_chart_template_snc_base,,False
account_snc_base_76141,Consumíveis,76141,account.data_account_type_other_income,ptplus.account_chart_template_snc_base,,False
account_snc_base_76142,De produção,76142,account.data_account_type_other_income,ptplus.account_chart_template_snc_base,,False
account_snc_base_76151,Goodwill,76151,account.data_account_type_other_income,ptplus.account_chart_template_snc_base,,False
account_snc_base_76221,Mercadorias,76221,account.data_account_type_other_income,ptplus.account_chart_template_snc_base,,False
account_snc_base_76222,"Matérias-primas, subsidiárias e de consumo",76222,account.data_account_type_other_income,ptplus.account_chart_template_snc_base,,False
account_snc_base_76223,Produtos acabados e intermédios,76223,account.data_account_type_other_income,ptplus.account_chart_template_snc_base,,False
account_snc_base_76224,"Subprodutos, desperdícios, resíduos e refugos",76224,account.data_account_type_other_income,ptplus.account_chart_template_snc_base,,False
account_snc_base_76225,Produtos e trabalhos em curso,76225,account.data_account_type_other_income,ptplus.account_chart_template_snc_base,,False
account_snc_base_76226,Ativos biológicos consumíveis,76226,account.data_account_type_other_income,ptplus.account_chart_template_snc_base,,False
account_snc_base_76227,Ativos biológicos de produção,76227,account.data_account_type_other_income,ptplus.account_chart_template_snc_base,,False
account_snc_base_76231,Participações de capital,76231,account.data_account_type_other_income,ptplus.account_chart_template_snc_base,,False
account_snc_base_76232,Empréstimos concedidos,76232,account.data_account_type_other_income,ptplus.account_chart_template_snc_base,,False
account_snc_base_76235,Outros investimentos financeiros,76235,account.data_account_type_other_income,ptplus.account_chart_template_snc_base,,False
account_snc_base_76241,Terrenos e recursos naturais,76241,account.data_account_type_other_income,ptplus.account_chart_template_snc_base,,False
account_snc_base_76242,Edifícios e outras construções,76242,account.data_account_type_other_income,ptplus.account_chart_template_snc_base,,False
account_snc_base_76243,Outras propriedades de investimento,76243,account.data_account_type_other_income,ptplus.account_chart_template_snc_base,,False
account_snc_base_76251,Terrenos e recursos naturais,76251,account.data_account_type_other_income,ptplus.account_chart_template_snc_base,,False
account_snc_base_76252,Edifícios e outras construções,76252,account.data_account_type_other_income,ptplus.account_chart_template_snc_base,,False
account_snc_base_76253,Equipamento básico,76253,account.data_account_type_other_income,ptplus.account_chart_template_snc_base,,False
account_snc_base_76254,Equipamento de transporte,76254,account.data_account_type_other_income,ptplus.account_chart_template_snc_base,,False
account_snc_base_76255,Equipamento administrativo,76255,account.data_account_type_other_income,ptplus.account_chart_template_snc_base,,False
account_snc_base_76256,Equipamentos biológicos,76256,account.data_account_type_other_income,ptplus.account_chart_template_snc_base,,False
account_snc_base_76259,Outros ativos fixos tangíveis,76259,account.data_account_type_other_income,ptplus.account_chart_template_snc_base,,False
account_snc_base_76261,Projetos de desenvolvimento,76261,account.data_account_type_other_income,ptplus.account_chart_template_snc_base,,False
account_snc_base_76262,Programas de computador,76262,account.data_account_type_other_income,ptplus.account_chart_template_snc_base,,False
account_snc_base_76263,Propriedade industrial,76263,account.data_account_type_other_income,ptplus.account_chart_template_snc_base,,False
account_snc_base_76264,Outros ativos intangíveis,76264,account.data_account_type_other_income,ptplus.account_chart_template_snc_base,,False
account_snc_base_76271,Investimentos financeiros em curso,76271,account.data_account_type_other_income,ptplus.account_chart_template_snc_base,,False
account_snc_base_76272,Propriedades de investimento em curso,76272,account.data_account_type_other_income,ptplus.account_chart_template_snc_base,,False
account_snc_base_76273,Ativos fixos tangíveis em curso,76273,account.data_account_type_other_income,ptplus.account_chart_template_snc_base,,False
account_snc_base_76274,Ativos intangíveis em curso,76274,account.data_account_type_other_income,ptplus.account_chart_template_snc_base,,False
account_snc_base_762751,Investimentos financeiros em curso,762751,account.data_account_type_other_income,ptplus.account_chart_template_snc_base,,False
account_snc_base_762752,Propriedades de investimento em curso,762752,account.data_account_type_other_income,ptplus.account_chart_template_snc_base,,False
account_snc_base_762753,Ativos fixos tangíveis em curso,762753,account.data_account_type_other_income,ptplus.account_chart_template_snc_base,,False
account_snc_base_762754,Ativos intangíveis em curso,762754,account.data_account_type_other_income,ptplus.account_chart_template_snc_base,,False
account_snc_base_76281,Investimentos financeiros,76281,account.data_account_type_other_income,ptplus.account_chart_template_snc_base,,False
account_snc_base_76282,Propriedades de investimento,76282,account.data_account_type_other_income,ptplus.account_chart_template_snc_base,,False
account_snc_base_76283,Ativos fixos tangíveis,76283,account.data_account_type_other_income,ptplus.account_chart_template_snc_base,,False
account_snc_base_76284,Ativos intangíveis,76284,account.data_account_type_other_income,ptplus.account_chart_template_snc_base,,False
account_snc_base_76289,Outros,76289,account.data_account_type_other_income,ptplus.account_chart_template_snc_base,,False
account_snc_base_7635,Matérias ambientais,7635,account.data_account_type_other_income,ptplus.account_chart_template_snc_base,,False
account_snc_base_7636,Contratos onerosos,7636,account.data_account_type_other_income,ptplus.account_chart_template_snc_base,,False
account_snc_base_7637,Reestruturação,7637,account.data_account_type_other_income,ptplus.account_chart_template_snc_base,,False
account_snc_base_7638,Outras provisões,7638,account.data_account_type_other_income,ptplus.account_chart_template_snc_base,,False
